Size_sqft,Lot_Size_sqft,Living_Area_sqft,Basement_Area_sqft,Garage_Area_sqft,Bedrooms,Bathrooms,Full_Baths,Half_Baths,Total_Rooms,Kitchens,Overall_Quality,Overall_Condition,Kitchen_Quality,Basement_Quality,Heating_Quality,Dist_Downtown_miles,Dist_School_miles,Dist_Transit_miles,Dist_Park_miles,Dist_Hospital_miles,Dist_Highway_miles,Walk_Score,Transit_Score,Year_Built,Year_Renovated,Age_Years,Years_Since_Renovation,Has_Pool,Has_Deck,Has_Porch,Has_Fireplace,Has_Central_Air,Has_Basement,Has_Garage,Is_Waterfront,Is_Corner_Lot,Has_Solar,Zone_Residential,Zone_Commercial,Zone_Suburban,Zone_Rural,Zone_Downtown,Tax_Assessed_Value,Annual_HOA_Fees,Property_Tax_Rate,Month_Sold,Year_Sold,View_Score,Fence_Quality,Roof_Age_years,Driveway_Paved,Electric_System_Type,Price_USD
1072,12920,852,1268,416,3,1.5,1,1,8,1,5,2,3,8,2,14.52,0.76,2.4,2.2,7.7,7.29,58,80,1973,2010,53,16,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,90386,137,2.51,1,2022,4,2,25,1,1,466641
1281,15511,1239,814,518,3,4.5,4,2,11,1,5,8,7,10,8,14.57,8.72,0.86,2.51,7.25,11.67,68,100,1961,2025,65,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,431281,4458,2.54,11,2025,2,2,6,1,2,657625
4909,11743,3939,0,382,4,1.5,1,1,6,2,2,9,1,1,4,3.9,2.33,2.67,2.71,7.58,6.59,89,73,1956,0,70,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,322627,784,0.51,11,2024,2,3,9,1,2,914344
4278,7230,3848,521,754,5,4.0,3,2,10,1,9,2,9,6,8,9.3,2.57,4.8,2.34,11.21,0.52,63,60,1963,1996,63,30,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,466864,4717,1.95,7,2024,2,2,3,1,2,1084360
4320,19182,3641,0,0,1,2.0,2,0,7,1,8,3,9,1,9,14.71,8.68,0.35,1.22,1.87,11.02,77,100,1979,2019,47,7,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,378569,0,0.66,3,2021,5,3,11,1,1,958618
1677,14412,1305,0,735,4,3.5,3,1,9,1,3,6,1,1,10,26.77,8.6,1.56,2.82,0.87,4.04,50,86,2003,0,23,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,289376,0,1.95,9,2026,5,1,8,1,2,640153
2764,15402,2635,301,764,5,3.0,3,0,12,1,4,6,2,2,9,8.38,4.69,1.48,1.39,4.63,5.31,85,87,1981,0,45,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,456350,1756,3.15,3,2023,3,1,6,1,3,909761
4769,16094,4500,0,773,3,2.0,2,0,7,2,2,6,3,1,9,14.04,5.22,2.67,1.56,8.12,1.29,68,86,1993,2015,33,11,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,212228,1778,1.94,9,2023,4,2,24,1,3,960604
2064,18856,1551,0,783,3,4.0,3,2,10,1,6,7,4,1,1,22.81,7.04,3.44,0.84,5.25,3.15,54,71,1958,0,68,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,474952,162,2.95,4,2022,4,2,20,1,1,695450
2426,11859,1987,0,0,2,3.0,3,0,9,1,6,4,4,1,4,26.56,2.04,3.47,0.73,10.81,5.29,38,62,1954,2019,72,7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,144546,0,1.64,7,2026,2,1,17,1,2,648322
3867,6433,3474,0,422,4,1.0,1,0,9,1,4,4,4,1,10,25.94,4.17,4.75,2.52,1.29,2.88,26,58,1958,2005,68,21,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,52238,3001,2.59,12,2024,4,1,20,1,2,849170
2316,5341,2010,0,427,2,4.0,3,2,7,2,6,6,4,1,4,2.84,3.26,3.27,3.54,10.37,2.99,78,72,1973,0,53,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,201449,0,2.99,12,2024,4,1,5,1,2,700497
4112,8110,3600,501,530,3,3.0,3,0,7,1,4,8,5,5,1,28.94,3.83,3.38,3.57,8.65,7.26,21,67,1998,0,28,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,427696,643,0.86,7,2021,5,1,3,1,3,1009668
3363,3600,3116,0,0,5,2.0,2,0,11,2,9,4,8,1,10,13.36,4.0,0.19,1.23,2.04,7.69,73,99,1997,0,29,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,95099,3867,0.82,5,2020,4,1,11,1,2,915326
3244,5714,3003,1214,575,4,4.5,4,1,10,2,8,3,6,1,6,5.61,3.25,4.28,4.04,4.37,1.63,74,56,2001,2009,25,17,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,312212,2879,1.24,6,2022,5,4,12,1,2,945192
2023,4987,1891,1205,701,4,1.5,1,1,7,1,5,9,5,3,2,6.11,0.13,1.35,3.18,10.39,4.27,81,95,2004,2018,22,8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,314714,877,2.03,8,2020,5,4,6,1,3,797741
2511,5978,1964,0,440,4,2.5,2,1,9,1,2,3,3,1,4,5.79,9.03,3.47,4.78,13.55,9.93,84,69,1952,0,74,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,59072,0,0.97,12,2024,2,4,8,1,3,587918
4351,7012,3945,0,382,4,4.0,3,2,10,2,6,7,7,1,8,17.12,3.0,2.16,3.24,13.15,11.98,60,88,2022,2023,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,98656,0,3.05,11,2024,3,4,24,0,3,978116
4679,14330,4500,0,318,2,4.0,4,0,7,1,8,1,7,1,8,7.43,5.44,0.86,4.06,2.34,7.89,74,100,1993,2017,33,9,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,208170,0,3.29,9,2021,2,1,13,0,2,1118044
2407,19839,1895,995,526,5,1.5,1,1,7,1,9,4,9,5,6,19.74,3.81,0.48,0.72,7.93,11.27,61,89,1968,0,58,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,384692,1646,1.84,2,2020,3,1,24,1,2,785586
3321,9892,2704,0,357,5,4.0,4,0,12,1,6,2,7,1,8,9.95,0.83,1.4,1.54,9.59,6.59,73,82,2001,2012,25,14,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,331667,0,1.82,8,2025,4,3,19,1,3,906683
2976,15516,2494,868,277,2,3.0,3,0,7,2,9,1,10,4,8,22.63,4.71,1.7,1.63,7.23,5.36,39,92,2021,2008,5,18,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,486630,0,1.45,3,2023,2,4,7,0,1,884115
4231,10883,4048,312,101,5,1.0,1,0,7,1,6,10,8,8,4,16.24,4.93,4.7,4.78,1.33,6.7,58,72,2009,2001,17,25,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,253329,159,3.07,9,2026,2,4,19,1,3,1015236
4368,8843,3558,940,284,1,1.0,1,0,3,1,2,2,4,7,2,12.76,0.24,4.13,2.3,9.22,3.02,54,71,2017,2010,9,16,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,329079,2264,0.92,11,2024,3,2,21,0,1,898338
2858,9732,2593,732,325,4,1.0,1,0,8,1,4,7,2,2,9,6.19,2.24,1.47,2.59,12.13,2.27,85,80,2015,0,11,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,245910,0,3.46,12,2025,2,4,17,1,1,784829
827,12020,733,0,650,3,2.5,2,1,7,1,9,6,10,1,9,8.43,1.47,1.04,3.16,6.15,6.98,79,89,1952,2013,74,13,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,279347,1142,1.47,3,2021,3,2,11,0,3,623587
3671,7181,3050,1451,754,5,3.5,3,1,9,1,1,1,1,7,10,8.1,1.64,0.49,4.67,11.18,6.17,83,99,2006,2009,20,17,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,97940,2371,2.47,5,2022,4,1,13,1,3,803779
2724,2666,2197,1497,203,3,4.0,4,0,11,1,3,10,2,9,3,9.07,3.87,4.98,2.48,9.4,11.92,67,60,1992,0,34,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,73564,3337,1.15,8,2026,3,4,4,0,3,760816
3641,11696,3174,0,501,3,4.0,4,0,11,1,1,9,2,1,9,26.29,6.9,0.2,2.06,13.36,4.18,42,100,2008,0,18,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,296972,0,1.16,2,2020,1,3,16,1,1,947285
3560,9726,3332,0,404,3,3.5,3,1,7,1,7,10,5,1,10,12.69,5.54,3.15,1.41,8.83,6.26,61,80,1996,0,30,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,387330,0,2.73,3,2020,2,2,12,1,3,979242
2723,9739,2122,0,239,3,4.0,4,0,9,1,9,2,10,1,10,4.33,8.22,4.57,4.78,5.45,10.34,74,66,1981,2003,45,23,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,221363,42,0.54,10,2024,4,1,18,1,3,931794
2987,5857,2245,485,282,3,4.5,4,1,11,1,2,6,4,2,9,21.18,1.8,0.28,4.66,10.69,7.58,57,100,1970,2022,56,4,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,183458,0,1.61,1,2025,2,3,15,1,3,741365
864,3035,783,877,732,1,3.0,2,2,4,1,2,2,2,4,6,15.99,5.38,3.11,2.4,6.0,7.03,53,83,1970,2004,56,22,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,442061,0,2.9,12,2025,1,4,15,1,2,435551
2677,17069,2077,672,0,4,1.5,1,1,9,1,6,2,5,1,4,18.82,6.47,0.51,3.94,1.02,8.76,62,92,1968,0,58,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,458367,4461,0.92,3,2024,2,2,20,1,2,726459
1002,14829,796,0,729,1,3.0,3,0,8,1,3,7,3,1,1,27.62,4.73,1.03,0.76,2.49,6.62,44,88,1963,2000,63,26,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,87160,0,3.24,12,2025,4,4,12,1,3,426777
2542,7625,2433,1483,144,1,4.0,4,0,6,1,9,5,9,7,10,28.89,1.8,2.08,4.0,13.35,8.14,45,80,2000,2009,26,17,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,119895,0,3.03,7,2025,4,4,22,1,3,794114
4732,16517,3575,867,742,3,4.5,4,1,8,1,8,6,8,1,10,27.83,1.39,4.96,3.31,8.67,5.84,30,69,1984,2003,42,23,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,113149,0,2.44,10,2023,4,1,1,1,1,1057512
3660,15002,3292,1388,243,3,4.5,4,2,8,1,5,9,6,8,10,1.99,0.46,3.18,2.69,5.6,3.69,78,65,1951,0,75,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,59485,0,0.51,5,2026,4,2,22,1,2,858364
4873,14727,4151,622,373,5,1.5,1,1,8,1,1,10,1,6,10,4.22,3.61,1.83,3.12,4.7,9.78,82,86,1970,0,56,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,352001,3274,1.6,12,2021,1,4,24,1,1,888515
4180,17553,4079,1027,738,3,4.5,4,1,8,1,6,9,4,3,9,12.33,7.79,1.48,0.73,5.25,5.59,60,85,1976,2015,50,11,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,307381,1952,1.73,6,2024,2,4,16,1,2,1096463
3483,16458,2806,272,651,3,3.5,3,1,9,1,9,2,8,6,7,12.96,2.06,3.69,3.55,7.83,3.74,63,66,1953,0,73,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,307742,0,1.03,6,2022,2,1,6,0,1,944453
4232,4621,3978,1201,684,1,2.0,2,0,5,1,7,4,9,6,1,20.73,4.41,4.87,0.62,0.93,5.04,48,70,1997,0,29,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,404413,0,1.77,8,2020,1,2,15,1,3,1033183
2851,4791,2756,396,594,3,2.5,2,1,9,1,2,1,3,2,7,9.99,8.03,2.18,4.46,10.6,7.18,80,92,1953,2005,73,21,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,194047,2706,1.37,5,2021,3,1,6,0,3,721107
4554,16830,3530,381,489,4,2.0,2,0,10,2,9,7,10,7,6,26.08,2.47,0.11,4.19,14.85,9.04,57,94,1958,0,68,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,239011,310,0.83,7,2025,2,3,13,1,3,1060262
3441,18244,2840,851,407,3,3.0,2,2,8,1,2,1,2,5,1,2.89,4.38,0.16,4.07,0.83,6.43,89,100,1954,0,72,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,60980,0,2.08,3,2020,1,4,5,1,3,745025
1674,11971,1357,0,259,4,3.0,2,2,9,1,4,5,5,1,5,0.54,9.1,2.43,2.65,3.57,8.17,83,73,1955,0,71,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,90276,3583,2.22,12,2022,2,2,20,1,2,565969
3376,16363,3067,959,667,3,3.0,3,0,8,2,6,2,4,6,8,7.71,0.53,1.36,1.32,7.95,7.54,87,82,2020,0,6,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,429657,3295,1.39,9,2026,2,2,20,1,2,933336
2121,9877,1665,0,384,4,4.0,4,0,10,1,1,1,3,1,8,9.67,6.95,0.93,3.38,11.8,11.82,79,86,1961,0,65,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,126421,0,1.98,2,2020,5,3,3,1,2,693264
3165,15474,2986,0,455,4,1.0,1,0,8,1,7,9,5,1,9,2.02,6.62,3.49,4.36,9.15,10.63,95,79,2024,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,482249,1900,2.71,5,2021,5,2,13,1,3,946640
4450,6894,4069,352,430,4,3.5,3,1,9,2,2,3,4,7,9,22.03,5.8,3.06,3.67,10.34,2.42,47,74,2009,2024,17,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,419460,0,1.75,4,2023,5,1,21,1,2,1006991
3509,5507,2757,1415,264,3,3.5,3,1,7,1,7,4,5,9,8,22.37,1.94,0.54,0.41,10.41,4.23,60,96,2015,2000,11,26,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,289769,0,1.68,9,2025,1,3,15,1,2,906993
2231,13548,1906,415,425,3,2.0,2,0,7,1,6,10,6,2,6,18.08,5.21,4.19,3.69,13.48,4.95,55,59,1979,2014,47,12,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,405336,0,1.72,12,2026,3,4,22,0,2,714900
3604,10019,3324,0,0,1,2.0,2,0,6,1,6,10,4,1,4,20.53,4.67,1.38,2.53,10.42,9.67,45,78,1977,2013,49,13,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,231600,0,2.64,11,2026,3,1,19,0,1,824928
4068,5928,3854,0,272,4,2.5,2,1,10,1,3,4,1,1,3,20.25,9.15,1.84,1.46,2.16,3.67,46,95,1984,1994,42,32,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,433302,3251,1.08,9,2020,1,1,13,0,2,836288
1301,8257,1018,0,0,2,4.0,4,0,7,1,2,10,1,1,8,26.08,5.15,2.73,4.21,4.33,11.46,31,79,1987,2012,39,14,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,478772,4146,2.92,4,2024,5,2,15,1,1,550165
1404,4074,1082,653,637,3,1.5,1,1,6,1,4,7,5,2,9,14.26,0.84,2.37,3.09,11.07,9.23,72,91,1997,1999,29,27,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,166514,0,3.05,10,2020,1,4,2,1,1,541635
4818,10814,3816,380,440,3,3.0,3,0,7,1,10,5,10,9,3,22.31,0.38,0.28,4.68,6.48,7.29,49,100,2006,1992,20,34,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,357345,0,2.82,12,2025,4,3,11,1,3,1154378
4980,9147,4261,0,145,2,4.5,4,1,9,1,8,5,10,1,7,21.42,4.48,0.39,0.31,9.0,11.17,45,100,2015,0,11,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,239714,1520,1.04,4,2022,3,4,4,1,2,1034347
1833,19205,1576,0,223,5,1.5,1,1,8,1,3,1,1,1,9,11.22,7.82,2.4,0.98,14.43,2.87,61,73,1994,2014,32,12,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,258410,0,1.66,3,2020,1,2,22,1,1,624651
3418,19392,3184,375,631,3,3.0,3,0,7,2,2,1,1,7,6,11.52,4.8,0.35,2.04,1.3,11.56,78,100,1984,0,42,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,185347,0,1.69,9,2021,5,1,22,1,2,792102
4164,2337,3484,0,111,3,4.5,4,1,11,1,2,4,1,1,5,27.56,0.42,0.32,4.58,14.19,11.87,40,89,1982,2004,44,22,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,72848,0,2.71,12,2025,2,1,8,1,1,797506
2736,3746,2317,723,676,3,1.5,1,1,8,1,3,1,3,9,6,29.09,2.34,4.5,1.28,9.25,3.5,18,71,1966,2013,60,13,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,457942,3805,0.58,2,2020,4,3,11,1,1,692223
2783,10958,2174,660,0,2,4.5,4,1,8,1,4,4,6,9,9,0.76,0.25,4.37,1.41,3.17,2.27,77,75,2006,2012,20,14,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,395943,0,3.42,5,2022,3,1,19,1,3,840152
4990,7696,4436,0,237,4,3.0,3,0,9,1,8,8,7,1,5,18.63,9.15,1.96,2.51,12.81,2.76,66,76,1996,1992,30,34,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,167044,3366,1.78,1,2024,5,4,21,1,1,1057347
1195,8022,1127,0,140,5,2.0,2,0,11,1,10,8,10,1,7,9.24,8.06,2.83,0.66,7.57,7.79,68,70,1995,2014,31,12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,62204,0,2.46,11,2021,4,2,23,1,1,647054
1061,4052,913,838,657,4,2.0,2,0,10,1,6,3,4,5,2,17.67,2.75,1.48,1.29,3.96,4.51,53,89,1986,2017,40,9,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,447837,2212,1.9,6,2025,1,1,25,1,3,604410
2409,18088,2296,1286,153,3,1.5,1,1,6,1,2,4,1,3,8,1.02,0.83,4.63,2.32,14.57,7.83,76,66,2019,2009,7,17,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,393657,1095,0.56,1,2026,4,1,25,1,1,813372
1038,11277,985,864,326,1,1.0,1,0,4,1,1,7,1,3,10,7.03,3.61,1.86,1.28,9.85,4.09,86,76,2018,2026,8,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,138202,0,3.36,2,2021,4,3,21,1,2,487632
2714,12300,2087,1088,0,4,3.0,3,0,9,2,6,5,8,2,3,24.63,3.64,4.17,0.88,8.96,10.64,28,69,1964,2023,62,3,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,457140,4679,2.8,3,2026,3,2,11,1,2,810099
3246,10223,2615,1109,500,1,3.5,3,1,7,2,4,4,6,8,7,5.66,7.03,0.59,4.89,4.26,9.59,85,97,1984,2012,42,14,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,477766,506,1.74,1,2021,4,1,15,1,3,855702
1319,18118,1164,537,176,2,2.5,2,1,6,2,8,1,9,8,1,23.57,3.75,0.83,1.85,1.55,5.78,52,88,1957,2024,69,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,375950,0,1.72,8,2020,1,2,16,1,3,681779
1829,10390,1511,0,207,4,3.0,3,0,9,1,2,9,2,1,3,19.89,8.45,1.62,1.21,13.43,9.42,57,86,2011,1993,15,33,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,309191,0,2.66,4,2025,5,4,17,1,1,691866
4384,6533,4030,0,0,1,4.0,4,0,7,1,4,3,5,1,1,15.64,6.93,0.18,3.96,8.39,11.76,72,95,1952,2015,74,11,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,421790,4276,0.7,12,2021,4,3,0,1,3,892322
2584,13141,2401,374,362,3,3.5,3,1,8,1,9,4,10,10,7,26.62,3.95,3.49,3.64,2.05,7.33,34,75,1955,2009,71,17,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,401944,0,0.66,2,2025,1,3,22,1,3,884038
4762,15598,4268,268,488,2,2.0,2,0,7,1,8,10,9,9,5,23.72,6.37,1.3,4.64,14.93,1.05,49,96,1977,2023,49,3,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,181494,4665,1.36,10,2021,5,1,22,0,1,1129328
4554,19436,3579,1308,584,3,4.0,4,0,8,2,8,4,8,2,1,16.78,5.97,2.25,4.05,4.54,8.81,54,91,1995,1998,31,28,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,430567,0,2.71,11,2021,2,1,18,1,3,1120773
4130,15046,3218,0,708,3,4.0,4,0,10,1,3,7,2,1,4,11.16,1.69,4.86,3.8,12.87,6.1,55,67,1982,2025,44,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,289712,0,1.34,7,2023,2,3,24,1,1,932989
4396,12734,4269,0,433,2,4.5,4,1,10,2,2,7,3,1,9,11.64,6.45,4.1,4.36,12.24,1.48,72,57,1995,2013,31,13,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,121656,0,2.64,1,2026,4,2,25,1,1,982495
4134,5987,3333,413,717,5,2.5,2,1,10,1,8,8,10,8,4,23.32,2.92,1.34,2.12,8.68,2.53,47,91,2008,0,18,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,494568,3376,3.28,11,2023,2,1,16,1,1,1133301
4565,11831,3724,326,290,1,2.5,2,1,6,2,9,2,9,3,3,1.82,6.5,1.54,1.77,10.99,9.15,100,97,2013,0,13,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,137060,4784,0.51,11,2022,3,1,18,0,1,1043980
3905,8660,3732,814,377,5,4.5,4,1,11,1,1,1,1,3,9,22.44,7.09,2.23,3.73,14.13,11.45,53,87,1994,0,32,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,324884,1565,2.33,4,2020,1,1,22,1,3,844331
2334,6819,2223,1461,687,2,2.5,2,1,5,1,4,6,6,8,1,14.35,5.72,3.15,2.55,2.22,10.09,54,75,1973,0,53,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,107364,1092,2.25,11,2020,3,3,23,1,3,655753
2575,19969,2073,0,444,5,2.0,2,0,9,1,8,1,7,1,10,18.59,5.46,2.72,2.01,3.57,1.37,48,85,2025,2001,1,25,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,486083,3629,2.77,12,2022,5,3,14,0,3,920192
2580,12581,2114,0,599,2,4.5,4,1,8,1,10,3,10,1,7,19.34,8.91,3.71,4.98,11.01,9.16,43,74,1977,2024,49,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,333223,1668,1.16,8,2020,5,3,11,1,1,907033
3311,9773,2828,0,444,1,2.0,2,0,5,1,9,5,10,1,10,23.48,1.64,4.28,1.02,4.13,5.99,45,68,2005,0,21,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,440284,0,1.87,2,2024,3,3,17,0,2,880016
2390,8653,2281,751,668,5,2.5,2,1,9,1,9,9,7,5,1,25.97,5.7,2.42,2.61,2.49,9.5,35,82,1951,0,75,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,94387,2768,2.98,6,2025,3,4,6,1,1,835908
4536,13165,4076,1260,379,3,3.0,2,2,6,1,5,3,4,5,4,16.93,0.47,2.8,1.78,9.63,10.44,67,78,2009,1994,17,32,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,443001,4755,2.2,2,2026,1,3,16,0,1,1151876
2157,17398,1895,0,209,4,4.0,4,0,11,1,6,7,4,1,1,8.85,5.32,0.51,0.83,3.53,1.26,79,100,1989,0,37,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,297188,4187,0.72,12,2020,5,4,20,1,3,751193
3635,6533,3321,242,0,2,4.0,4,0,7,2,7,3,6,10,6,20.33,6.3,4.19,3.41,12.19,3.36,52,61,1966,0,60,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,109467,0,3.46,5,2022,3,2,13,0,2,873271
3306,9292,3092,569,158,3,2.0,1,2,7,1,10,9,9,7,8,1.45,1.05,1.57,3.76,8.45,5.28,84,85,1976,1991,50,35,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,116224,0,1.17,2,2026,2,1,11,1,2,858251
872,5140,722,0,571,5,2.5,2,1,10,1,8,1,7,1,8,19.68,3.95,3.36,0.27,3.63,2.77,59,80,1978,2018,48,8,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,479387,4737,1.21,2,2021,4,4,24,1,2,615325
3190,4019,2658,1207,627,4,4.0,4,0,12,1,2,7,1,4,10,17.23,3.35,0.42,2.66,9.1,7.61,74,100,2003,2022,23,4,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,92391,0,1.87,3,2026,3,4,4,1,2,765261
3315,17014,2823,1392,491,5,1.5,1,1,9,1,3,2,1,5,7,20.41,1.99,1.24,1.79,3.84,2.08,52,98,2009,0,17,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,352123,4801,2.27,9,2024,1,2,23,1,3,810911
2640,15892,2180,0,573,2,4.0,4,0,7,1,4,6,5,1,5,19.72,9.61,4.44,1.1,8.25,7.29,53,66,1990,2018,36,8,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,262258,0,3.35,9,2022,1,2,23,0,3,727529
4064,19740,3308,1247,428,2,3.5,3,1,9,2,4,1,5,3,1,23.52,8.7,3.0,1.21,10.53,1.19,45,80,1951,0,75,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,255652,0,2.13,4,2023,1,1,8,1,3,898080
974,16842,760,0,0,3,2.0,2,0,7,1,8,6,9,1,1,19.33,1.97,1.8,1.41,11.07,10.66,50,91,2009,2007,17,19,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,61584,2782,2.39,9,2025,3,4,22,1,1,624096
2341,15430,2284,884,0,3,1.0,1,0,5,1,1,9,1,8,4,29.23,7.39,3.58,2.7,4.08,1.43,29,66,1981,0,45,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,111386,0,1.03,6,2024,4,2,17,1,2,638701
3063,17381,2424,1178,433,5,1.5,1,1,9,1,4,5,2,5,4,12.24,5.95,3.5,0.13,14.23,7.99,71,70,1991,1990,35,36,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,194464,2896,3.49,8,2020,5,1,10,1,2,818543
2393,2824,2255,0,169,5,1.5,1,1,8,1,7,7,8,1,5,16.95,1.22,2.47,3.47,3.7,5.95,52,79,1969,0,57,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,155818,4437,2.08,7,2025,1,1,4,0,3,753450
4936,7393,4500,0,327,1,2.5,2,1,5,1,9,6,8,1,5,15.44,6.07,1.07,2.17,7.48,7.46,74,82,1986,0,40,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,392441,2145,2.31,1,2023,2,1,8,0,3,1157713
4899,4848,4470,0,151,2,3.0,3,0,6,1,4,6,3,1,1,14.49,1.31,0.37,0.28,8.69,2.95,73,98,2020,0,6,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,479248,4620,2.65,11,2023,4,4,12,1,2,994713
1370,19650,1164,217,287,1,2.0,2,0,7,1,8,9,8,8,6,10.79,3.39,1.55,0.45,10.06,5.36,72,90,1966,2014,60,12,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,428981,1653,1.98,8,2023,1,3,15,1,2,679573
